Customer ID,Operation created at Date,Operation Status,transaction_count
09421a24f9ab55dd7dfce11826d5b57a7ce63083f69ae955ec635fb013218c5a,2021-12-29,decline,1
09f3dc8182eda7c204bf7f350a9eec18c3d6057fcf714b14e2b0f7e75db670c7,2021-12-29,decline,1
0a06d51361d03b9ec40c453681be7cf2a0c01190f89349f282673cf7661c0485,2021-12-29,decline,1
0a283fbcb221d0a0d32af6d57f2394c4,2022-03-22,decline,2
0a369fc1de47cfa7c3401006d1846a32480e71a876c820dafb95663ea21eb7f4,2021-12-29,decline,1
0a4c4aa647b8861b47013db632d671b4ac9d9ee159cc796fea8a08d3132b36a4,2022-01-23,decline,1
0a6c1195283bc9792f03fec3b09594cc378e67e791ae15b344bda2d7a97f7c1e,2021-12-29,decline,3
0a7a4e0a0a1250cf1b016b062a76fb04dbf1413166bb82a1165f305eb72b198b,2021-12-29,decline,1
0aa3c09999786a99a2b472444ba2172f3bc8ced655bd94fee99b669d96d3a99e,2022-01-23,decline,1
0ad9704b6d997c755cc85602e4fa08e69c01866a1f67b84c66aaa6922fb0ba38,2021-12-29,decline,1
0b2987dfeb7e004db9035295a74e88dfbc455aa0c1d343e9d9955c563795a4b0,2021-12-29,decline,1
0b52fd6b5acccd89d1d11e9d6e69cebcbfded55cc7b3e4ac13fe3e83b4d3a084,2021-12-29,decline,1
0b644be66288cf3b0f43c9c683120d04aeb14178a50505693c048eba35063326,2021-12-29,decline,1
0bb8eb4013e4fe498df141d9537e75319250588ba802f9f0e873ebd89155ec71,2021-12-29,decline,2
0bf107388de12786c9b3cb6156d1edf3acadac76bb05222fa8c84b1014a3efeb,2021-12-29,decline,1
0c07b378b275942c8243829e8bf5c60480ff461c79e9f88d89c2ec1fe43bbdce,2021-12-29,decline,3
0c5fb0b0132a042fda7e4e917a6a3947063c259100797a8d8cc80766cb1613f5,2021-12-29,decline,2
0c917cb107134a83785d385e12103b7b52a7dc594d358c7719e346582ab5c2fc,2022-01-23,decline,1
0ccd6193dbb572ee91c99d68cb9f6cf53356b8600b4320b60012beacb66f7963,2021-12-29,decline,1
0d604552e9cbd5c616fd341009833dd22fde55b472feb0cde6153f4b4e1b33d7,2021-12-29,decline,3
0d8911d91fd78418cd6f8d8d90ea2b14b09ed53ebbd88326ca6cdfb82758bb0b,2021-12-29,decline,1
0daba9184a5dff7c3e5e3b856dcaf9934cbd6b72b1feb438dcdc8ce866085557,2021-12-29,decline,1
0ddde62dc3120cfc077edddb6d05aeb261bcf08b533f3896eaf8eddfa5530c99,2021-12-29,decline,1
0de232bf0a30d1019dd8a1b249d5ee31546eeb6a0cb70c4a917786858897e452,2021-12-29,decline,1
0e0038378c21070a0ca38439f7f82be6ddd8cfa2d4d19b2fa71f1be2b3ffeaa6,2021-12-29,decline,1
0e09c970e765db52662f2a3e3175f50897a28b12078c3b84e0f353aebc892bd0,2021-12-29,decline,3
0e92049806253f09ae89a6e00f550565f2385bbf4a6b01c8a7f8baef9604e083,2021-12-29,decline,2
0ec65084a89f2ec8d1fd18787dd5056901052dd3440876ee9cd4875714197d28,2021-12-29,decline,7
0ee6f3ed8fc99e39175fc750b7d8b35426c0669be7fda3dc9c62f3e729070c78,2022-01-23,decline,1
0f4c1a7208993694a62083cd400647d09d52c33bcfbd71f87fdab75ec19735a2,2022-01-23,decline,1
0f636ec55c728ca136260781f7d0f78cbf707e7c8a3d9417e63aa99ecc2087f5,2021-12-29,decline,2
0f9148191506356f80a9c5a35961d91e,2022-03-22,decline,1
0f9dd79acb225c19c46b180c52cd0b7678abd770f8ee4e4c6bbc0a9f9d78fe53,2021-12-29,decline,3
0fdbb1810c35a18feaf02d8f88953b83b2c05f3d1c064672ba58f183f4ac5fad,2021-12-29,decline,1
0ffb66560665dbc1ecc163b2170979dc,2022-03-22,decline,1
10009412,2022-03-22,decline,1
100466,2022-02-26,decline,23
100811,2022-02-26,decline,24
100811,2022-02-27,decline,14
10106097,2022-03-22,decline,2
10108,2022-03-02,decline,2
10110088,2022-03-22,decline,1
10110313,2022-03-22,decline,3
10118825,2022-03-22,decline,2
1012496dd4f0748f6c291bd901f317ebc73a84945057a7e973b76665011ec8a6,2021-12-29,decline,2
1014633,2022-03-30,decline,1
10155174448a51fd77413f8b9020af75ab10fcda79368ec0d03063afc507f92a,2021-12-29,decline,2
10231839,2022-03-22,decline,2
10282150,2022-03-22,decline,2
10288507,2022-03-22,decline,1
103025,2022-02-27,decline,1
1033861,2022-03-30,decline,2
10352790,2022-03-22,decline,1
10358045,2022-03-22,decline,1
10380536,2022-03-22,decline,1
10395150,2022-03-22,decline,1
10454980,2022-03-22,decline,1
10461917,2022-03-22,decline,1
104867,2022-02-05,decline,1
1050943,2022-03-30,decline,1
10580498,2022-03-22,decline,1
105935,2022-02-23,decline,4
10632569,2022-03-22,decline,1
10645601,2022-03-22,decline,1
1065779,2022-03-30,decline,1
10663095,2022-03-22,decline,3
10674214,2022-03-22,decline,1
10723552,2022-03-22,decline,3
107324,2022-02-09,decline,2
10746802,2022-03-22,decline,1
108254,2022-02-26,decline,8
10840076,2022-03-22,decline,1
10848858,2022-03-22,decline,1
10872124,2022-03-22,decline,3
10891104,2022-03-22,decline,1
10915,2022-02-26,decline,7
10915,2022-02-28,decline,2
10921526,2022-03-22,decline,1
10991520,2022-03-22,decline,1
10e509f7aa1dcb96f45e88fe39e1c77f8b2cca024787c3a84e0cc7e3d112e365,2021-12-29,decline,1
11005001,2022-03-22,decline,1
11032,2022-02-22,decline,1
11043206,2022-03-30,decline,5
11050504,2022-03-22,decline,1
11053495,2022-03-22,decline,1
11059787,2022-03-22,decline,2
110988,2022-03-30,decline,3
11100173,2022-03-22,decline,2
11108405,2022-03-22,decline,1
11108614,2022-03-22,decline,3
11110780,2022-03-22,decline,4
11135341,2022-03-22,decline,1
11153142,2022-03-22,decline,1
11156221,2022-03-22,decline,1
11167ad3f7255ea93a5545ee3a58eb19ce0849044c2bb15d95ef3ad04f1488fb,2021-12-29,decline,2
11226790,2022-03-22,decline,1
11244540,2022-03-22,decline,1
11247361,2022-03-22,decline,1
11269193,2022-03-22,decline,1
1128231,2022-03-30,decline,6
112ae954dac4b68ddc862477357db44d0bf1d98fa6def0c72064c2523e2bfd38,2022-01-23,decline,1
11309745,2022-03-22,decline,1
113278,2022-02-26,decline,19
113338,2022-03-30,decline,2
11341389,2022-03-22,decline,2
11354414,2022-03-22,decline,1
11354448,2022-03-22,decline,1
113726,2022-02-27,decline,6
11406807,2022-03-22,decline,1
11416011,2022-03-22,decline,1
114337,2022-02-20,decline,4
114344,2022-02-26,decline,5
114344,2022-02-27,decline,6
11457847,2022-03-22,decline,1
11459712,2022-03-22,decline,1
11465421,2022-03-22,decline,2
11466173,2022-03-22,decline,1
11474186,2022-03-22,decline,1
11490253,2022-03-22,decline,1
11505706,2022-03-22,decline,1
115213,2022-02-06,decline,2
115213,2022-02-26,decline,3
11550022,2022-03-22,decline,5
11552633,2022-03-22,decline,3
115684,2022-02-27,decline,13
1163155,2022-03-30,decline,1
11748913,2022-03-22,decline,2
11758852,2022-03-22,decline,1
117967,2022-02-26,decline,17
11834456,2022-03-22,decline,1
11853858,2022-03-22,decline,1
118769,2022-02-26,decline,11
1189776,2022-03-30,decline,1
11904256,2022-03-22,decline,1
119205,2022-02-26,decline,1
11920702,2022-03-22,decline,2
11922163,2022-03-22,decline,1
11936821,2022-03-22,decline,1
11951163,2022-03-22,decline,2
11959965a09777c5aee26aba5ae6cbeb05b414a419f7a896dc4d5ec610584bea,2021-12-29,decline,2
11c77f26c825343fc2866d73c2accbb75e78f3cef9870dc090d9f60bffee99a2,2021-12-29,decline,1
12038557,2022-03-22,decline,1
12072463,2022-03-22,decline,3
121360,2022-02-28,decline,1
121452,2022-02-27,decline,14
121524,2022-02-27,decline,4
12152849,2022-03-22,decline,1
12152933,2022-03-22,decline,2
12153941,2022-03-22,decline,1
121662,2022-02-26,decline,2
121664,2022-02-26,decline,1
121664,2022-02-27,decline,2
12194f0dcab49426e32e8a8d3cb323937680444c597b4606e5b79f04435c2470,2021-12-29,decline,1
122107,2022-02-28,decline,1
1224cc16ca8068c208aec1619025b632,2022-03-22,decline,1
12331487,2022-03-22,decline,2
12334160,2022-03-22,decline,1
12342572,2022-03-22,decline,2
12350472,2022-03-22,decline,2
12359512,2022-03-22,decline,1
12385591,2022-03-22,decline,1
1241394,2022-03-30,decline,6
124221,2022-02-27,decline,5
124221,2022-02-28,decline,54
1242873,2022-03-30,decline,2
12449094,2022-03-22,decline,3
124523,2022-02-27,decline,28
124910,2022-02-26,decline,8
12493259,2022-03-22,decline,2
125062a9d3b235374bed03ba7b3a729510395f11b56e507f8687e64e0b2ce478,2021-12-29,decline,1
1254621,2022-03-30,decline,4
12550271,2022-03-22,decline,2
125729,2022-02-26,decline,45
125729,2022-02-27,decline,14
12584580,2022-03-22,decline,1
125860,2022-02-27,decline,13
12586511,2022-03-22,decline,2
12603407,2022-03-22,decline,2
12619430,2022-03-22,decline,1
126266,2022-02-28,decline,13
12635432,2022-03-22,decline,4
12645543,2022-03-22,decline,1
12656377,2022-03-22,decline,1
126679,2022-02-26,decline,15
126679,2022-02-27,decline,6
127443,2022-02-27,decline,11
12747293,2022-03-22,decline,1
127524,2022-02-26,decline,26
127524,2022-02-27,decline,4
12752502,2022-03-22,decline,5
127706,2022-02-27,decline,11
12779556,2022-03-22,decline,1
12846143,2022-03-22,decline,1
12878172,2022-03-22,decline,2
12892460,2022-03-22,decline,1
12896710,2022-03-22,decline,2
12954434,2022-03-22,decline,1
1296032,2022-03-30,decline,2
129647,2022-02-07,decline,2
129647,2022-02-14,decline,2
12983702,2022-03-22,decline,1
12e87de82acd7f0f7942b04011364d2265bbfbbd4896074962d8a50a9e4189af,2021-12-29,decline,2
12f0f6dd25ff2df671361efddd53859f,2022-03-22,decline,2
13015752,2022-03-22,decline,1
13017224,2022-03-22,decline,3
130313,2022-02-26,decline,1
13032374,2022-03-22,decline,1
13090011,2022-03-22,decline,2
13093468,2022-03-22,decline,1
13097014,2022-03-22,decline,2
130feb97a2dd2ac0bafa77c765b660bd3b6eb513b0ec1eab5499f7e60d985634,2021-12-29,decline,1
13112980,2022-03-22,decline,1
13117301,2022-03-22,decline,2
13119137,2022-03-22,decline,1
13120630,2022-03-22,decline,1
13135930,2022-03-30,decline,3
131448,2022-02-26,decline,2
131448,2022-02-27,decline,9
131567,2022-02-26,decline,26
131567,2022-02-27,decline,4
13190788,2022-03-22,decline,1
13207728,2022-03-22,decline,1
13210869,2022-03-22,decline,2
13217016,2022-03-22,decline,1
13226992,2022-03-22,decline,2
13251569,2022-03-22,decline,2
132642,2022-02-27,decline,1
13275474,2022-03-22,decline,1
132924,2022-02-27,decline,3
13302426,2022-03-22,decline,1
13303515,2022-03-22,decline,2
13304761,2022-03-22,decline,2
13310153,2022-03-22,decline,2
133105,2022-02-27,decline,6
133157,2022-02-26,decline,8
13321660,2022-03-22,decline,3
133330,2022-02-26,decline,2
133330,2022-02-27,decline,3
133367,2022-01-30,decline,284
133367,2022-01-31,decline,171
13344900,2022-03-22,decline,2
133591,2022-02-26,decline,9
13373983,2022-03-22,decline,1
13377475,2022-03-22,decline,1
13410343,2022-03-22,decline,2
13417312,2022-03-22,decline,1
134509,2022-02-27,decline,5
134623,2022-02-27,decline,154
134623,2022-02-28,decline,16
13481457,2022-03-22,decline,1
13495207,2022-03-22,decline,1
13497759,2022-03-22,decline,1
13515947,2022-03-22,decline,1
135266,2022-02-27,decline,14
135272,2022-02-27,decline,7
135272,2022-02-28,decline,6
13546554,2022-03-22,decline,4
13547908,2022-03-22,decline,2
13548419,2022-03-22,decline,3
13569837,2022-03-22,decline,4
13571,2022-02-28,decline,7
136153,2022-02-26,decline,1
13615924,2022-03-30,decline,2
13624781,2022-03-22,decline,2
13636913,2022-03-22,decline,4
136733,2022-02-27,decline,3
13703619,2022-03-22,decline,1
137214,2022-02-27,decline,6
137400,2022-02-27,decline,2
137706,2022-02-26,decline,2
137831,2022-02-27,decline,4
13783946,2022-03-22,decline,3
137857,2022-02-26,decline,1
137857,2022-02-27,decline,28
137947,2022-02-26,decline,31
137952,2022-02-26,decline,12
137952,2022-02-27,decline,46
137952,2022-02-28,decline,14
137987,2022-02-27,decline,7
137991,2022-02-26,decline,2
137995,2022-02-26,decline,1
137fc397eefaff96ea465108939509b83165fa71a3f07731719b6896f2367652,2021-12-29,decline,1
138024,2022-02-26,decline,4
138034,2022-02-26,decline,1
138036,2022-02-26,decline,2
138059,2022-02-26,decline,2
138064,2022-02-26,decline,2
138064,2022-02-27,decline,3
138078,2022-02-26,decline,1
138089,2022-02-26,decline,2
138103,2022-02-26,decline,1
138105,2022-02-26,decline,10
13810942,2022-03-22,decline,1
138113,2022-02-27,decline,6
138115,2022-02-27,decline,2
138119,2022-02-26,decline,7
138127,2022-02-26,decline,4
138127,2022-02-28,decline,15
138146,2022-02-26,decline,1
138158,2022-02-26,decline,16
138164,2022-02-26,decline,13
138165,2022-02-26,decline,7
138166,2022-02-26,decline,29
138167,2022-02-26,decline,2
138169,2022-02-26,decline,7
13817177,2022-03-22,decline,2
138183,2022-02-26,decline,3
138187,2022-02-26,decline,4
138187,2022-02-27,decline,8
138190,2022-02-26,decline,5
138197,2022-02-26,decline,1
138197,2022-02-27,decline,22
138199,2022-02-26,decline,1
138236,2022-02-27,decline,11
13825094,2022-03-22,decline,1
138253,2022-02-27,decline,2
138255,2022-02-27,decline,10
138260,2022-02-27,decline,5
138272,2022-02-27,decline,3
138292,2022-02-27,decline,6
138342,2022-02-27,decline,14
138363,2022-02-27,decline,14
13838283,2022-03-22,decline,2
138387,2022-02-28,decline,1
138390,2022-02-28,decline,6
138403,2022-02-28,decline,1
138405,2022-02-28,decline,3
138407,2022-02-28,decline,5
13866854,2022-03-22,decline,1
13895011,2022-03-22,decline,1
13929684,2022-03-22,decline,1
13958363,2022-03-22,decline,1
13965502,2022-03-22,decline,1
13980218,2022-03-22,decline,1
13993814,2022-03-22,decline,1
13b49bf066607aa2a9e743c587488beba50f116361070e7589f00fa44d80f0f0,2022-01-23,decline,1
13f8d7c6c35d502ab0c21c78d459c814f1dab85a593a9e5bac12797fcaf53762,2021-12-29,decline,1
14019662,2022-03-22,decline,1
14068785,2022-03-22,decline,1
14101849,2022-03-22,decline,1
14121497,2022-03-22,decline,1
14123129,2022-03-22,decline,1
14132026,2022-03-22,decline,1
14199784,2022-03-22,decline,2
14213202,2022-03-22,decline,1
14237965,2022-03-22,decline,1
14344591,2022-03-22,decline,2
14347064,2022-03-22,decline,3
14416589,2022-03-22,decline,1
1445788,2022-03-30,decline,1
14459892,2022-03-22,decline,6
1455984,2022-03-29,decline,1
1455984,2022-03-30,decline,2
14601739,2022-03-30,decline,1
14644488,2022-03-22,decline,3
14645878,2022-03-22,decline,1
14700588,2022-03-22,decline,1
14744396,2022-03-22,decline,1
14744413,2022-03-22,decline,1
14775862,2022-03-22,decline,2
14814136,2022-03-22,decline,2
14824008,2022-03-22,decline,1
14853219,2022-03-22,decline,2
14880536,2022-03-22,decline,1
14900979,2022-03-22,decline,2
14910105,2022-03-22,decline,1
14931273,2022-03-22,decline,2
1493870e1c83154ddf28f3cfe7b4e07eb8eff02cf1f7066fd12c6191f349fc68,2021-12-29,decline,2
14992251,2022-03-22,decline,2
14992754,2022-03-22,decline,1
14bdf296f1dbd76c02b52c0136351e64df02ea293ed2c16a425e37eb05b6f2c6,2021-12-29,decline,1
14d226ba73fb8e0193d043aabf4ce56409f3e2b9b1a0e569a7617ee7d7c3ca5e,2021-12-29,decline,1
14da3acdc3fe5a63ffe1b61e4ec4cd0d,2022-03-22,decline,6
14e8336afbd1e087cea086320a65c9d509488b4a3a48541cd918dca2d76e58ea,2021-12-29,decline,1
15081367,2022-03-22,decline,1
15099640,2022-03-22,decline,2
15135179,2022-03-30,decline,1
15145361,2022-03-22,decline,1
15149958,2022-03-22,decline,3
15169687,2022-03-22,decline,1
151986,2022-03-30,decline,1
15214627,2022-03-22,decline,1
15301203,2022-03-22,decline,1
15364685,2022-03-22,decline,2
15374967,2022-03-22,decline,2
15391919,2022-03-22,decline,1
15473778,2022-03-22,decline,2
1548163,2022-03-29,decline,1
1548163,2022-03-30,decline,24
15501716,2022-03-22,decline,1
15533205,2022-03-22,decline,2
15572878,2022-03-22,decline,2
15578425,2022-03-22,decline,2
15598648,2022-03-22,decline,1
15627859,2022-03-30,decline,2
1564683,2022-03-30,decline,1
15672523,2022-03-22,decline,2
15704497,2022-03-22,decline,1
15714869,2022-03-22,decline,1
15732208,2022-03-22,decline,1
15810642,2022-03-22,decline,1
15833989,2022-03-22,decline,1
15865918,2022-03-22,decline,3
15871975ca89744b9ff4e1abc6db9cf53b9ed20b6b98783ff2811dc291c38d88,2021-12-29,decline,1
15873227,2022-03-22,decline,1
15877513,2022-03-22,decline,1
15906359,2022-03-22,decline,2
15948306,2022-03-22,decline,1
15956898,2022-03-22,decline,1
15989480,2022-03-22,decline,3
15ae555ead6c91c49d3111d749a481af3feff9849cf17207d2804a23ac698fd5,2022-01-23,decline,2
15b86401101b9917446a840e864a2faac775afe1f23aed6022f3c30fb3623108,2021-12-29,decline,1
16052fb795e0d664aa1387409db0a6cd7a116030dcee091e288cebf6e2ea5ab8,2022-01-23,decline,1
1608884,2022-03-30,decline,1
16111360,2022-03-22,decline,1
16133395424b57d3ce4f57934945e0df82db3d0bec684f2c61da8f2d3d30cdaa,2022-01-23,decline,1
16146116,2022-03-22,decline,3
1617444,2022-03-29,decline,2
1617444,2022-03-30,decline,63
16199400,2022-03-22,decline,1
1621718,2022-03-30,decline,1
16225764,2022-03-22,decline,2
162459,2022-02-26,decline,2
162459,2022-02-27,decline,3
16263102,2022-03-22,decline,2
162690,2022-02-26,decline,1
16335846,2022-03-22,decline,1
163ad241c77433f357232a00e51bf36c3e4fb8d1adb25cd33829ce35ac734fa3,2021-12-29,decline,4
16409686,2022-03-22,decline,2
164467,2022-02-21,decline,1
16454454,2022-03-22,decline,2
164713,2022-02-18,decline,2
164b57f4a65bc5f36030d82bc8c2081f,2022-03-22,decline,1
16520875,2022-03-22,decline,2
16534984,2022-03-22,decline,2
16562096,2022-03-22,decline,2
16565790,2022-03-22,decline,3
1657661,2022-03-30,decline,4
16580945e8c3a41e773946c07445d40b81fc2e928d091ada5122f3dd2d96607d,2021-12-29,decline,2
16605983,2022-03-22,decline,3
166132,2022-03-30,decline,1
16653314,2022-03-22,decline,1
16660217,2022-03-22,decline,2
16714045,2022-03-22,decline,1
16733350,2022-03-22,decline,2
16753753,2022-03-22,decline,1
16768965,2022-03-22,decline,1
1676a17d0354e60c29f97f943df5921d39be9439bb3a9d7691969545ecdbce84,2021-12-29,decline,2
16789092,2022-03-30,decline,6
16833851,2022-03-22,decline,1
1686526,2022-03-30,decline,1
168b9ee55a1593f77f3368f6e074989132e5838735c843699fc70298cac3eb94,2021-12-29,decline,1
169099,2022-03-03,decline,1
16916585,2022-03-22,decline,6
16925350,2022-03-22,decline,3
16983097,2022-03-30,decline,72
169b90aecf83074dac3694c83ebe48b6,2022-03-22,decline,1
16a84ad8090c11d2aa0e27d75b38b6f1633b476d73476c545f79268fc9a6ed29,2021-12-29,decline,2
16b5ad4a46a7d59ff230feb14d254875ebbac26d3cca99780b803286efb5e0ea,2022-01-23,decline,1
16f6a8202278fb537e49b50d69c23b101217c42cb70b47d8b7fc77b01764ea33,2021-12-29,decline,1
17016257,2022-03-22,decline,2
17043960,2022-03-22,decline,2
17078476,2022-03-22,decline,4
17095373,2022-03-22,decline,2
17111172,2022-03-30,decline,1
17117589,2022-03-22,decline,1
17136367,2022-03-22,decline,1
17151,2022-02-16,decline,2
17163559,2022-03-22,decline,2
17201089,2022-03-22,decline,1
17216055,2022-03-22,decline,1
17240566,2022-03-22,decline,1
172813,2022-02-27,decline,2
17282569,2022-03-22,decline,3
17294016,2022-03-22,decline,2
17301217,2022-03-22,decline,1
17305957,2022-03-22,decline,2
17318722,2022-03-22,decline,3
17325874,2022-03-22,decline,2
17365193,2022-03-22,decline,1
17379175,2022-03-22,decline,1
174814,2022-02-26,decline,2
17495653,2022-03-22,decline,1
175090,2022-02-10,decline,1
17538538b4c7ac8bd2f25af75e1fc6ce,2022-03-22,decline,1
17568b3553f9b33270264e61793b1f3a,2022-03-22,decline,1
17579657,2022-03-22,decline,1
175825,2022-02-12,decline,3
175825,2022-02-13,decline,2
176100,2022-02-20,decline,1
17640230,2022-03-22,decline,1
17657539,2022-03-22,decline,3
1767cce27a4f404321b0f58056dd0dc0,2022-03-22,decline,2
17690458,2022-03-22,decline,1
17740446,2022-03-22,decline,1
17749306,2022-03-22,decline,1
17795,2022-02-27,decline,3
17874276,2022-03-22,decline,1
178860,2022-02-27,decline,3
1790441,2022-03-30,decline,5
179189,2022-02-06,decline,1
17930104,2022-03-22,decline,1
17940968,2022-03-22,decline,1
17964775,2022-03-22,decline,1
179e2fc66146eb96ea842d3c49515d059a631341d40ffe6cdc48005796f54f62,2022-01-23,decline,1
17acec917b29543672437575e4758dfdfbff8def944034eec4f2f0c6953e8b20,2021-12-29,decline,1
17f1067e5c7164917feda6b9825c1ad3ba91b7f8637ac8b1ec02659dbe18a1c7,2021-12-29,decline,1
18002588,2022-03-22,decline,5
18024741,2022-03-22,decline,1
18065407,2022-03-22,decline,2
18091535,2022-03-22,decline,4
18110312,2022-03-30,decline,5
18119103,2022-03-22,decline,1
18133461,2022-03-22,decline,1
18143201,2022-03-29,decline,1
1815946,2022-03-30,decline,24
18164023,2022-03-22,decline,4
18180710,2022-03-22,decline,1
18199914,2022-03-22,decline,1
18200763,2022-03-22,decline,3
18209976,2022-03-22,decline,2
1821881,2022-03-30,decline,1
18229644,2022-03-22,decline,2
18272992,2022-03-22,decline,2
18281759,2022-03-22,decline,2
18291423,2022-03-22,decline,1
18309932,2022-03-22,decline,1
18320308,2022-03-22,decline,1
18358192,2022-03-22,decline,3
18362175,2022-03-22,decline,3
18392455,2022-03-22,decline,1
183943,2022-02-26,decline,3
18396341,2022-03-22,decline,1
18398027,2022-03-22,decline,2
18398194,2022-03-22,decline,1
18409978,2022-03-22,decline,1
18416108,2022-03-22,decline,1
18425144,2022-03-22,decline,1
18433685,2022-03-22,decline,1
18459731,2022-03-22,decline,1
18470392,2022-03-22,decline,1
18473223,2022-03-22,decline,1
18482680,2022-03-22,decline,2
18490425,2022-03-22,decline,2
18491995,2022-03-22,decline,2
18500686,2022-03-22,decline,1
18573441,2022-03-22,decline,1
18574067,2022-03-22,decline,1
18588556,2022-03-22,decline,3
18601870,2022-03-22,decline,1
18617575,2022-03-22,decline,1
1862579,2022-03-30,decline,2
18629653,2022-03-22,decline,3
18635012,2022-03-22,decline,1
18649741,2022-03-22,decline,3
18671652,2022-03-22,decline,1
18677313,2022-03-22,decline,1
186811,2022-03-30,decline,1
18681104,2022-03-22,decline,1
1868330,2022-03-30,decline,1
18697327,2022-03-22,decline,2
18749935,2022-03-30,decline,1
18752999,2022-03-22,decline,1
18774799,2022-03-22,decline,2
18794856,2022-03-22,decline,1
18805389,2022-03-22,decline,1
18808981,2022-03-22,decline,2
18822627,2022-03-22,decline,1
18835573,2022-03-22,decline,1
18857542,2022-03-22,decline,2
18860345,2022-03-22,decline,1
18868171,2022-03-22,decline,1
18913444,2022-03-22,decline,1
18919696,2022-03-22,decline,1
18922628,2022-03-22,decline,1
18930479,2022-03-22,decline,1
18963527,2022-03-22,decline,2
18984530,2022-03-22,decline,1
18c9df85d67d54859a815b1246019c19,2022-03-22,decline,1
18d13731698d23626087ae492e8091fc8e34fb7dab974b53d49063be3fdd696f,2022-01-23,decline,1
18fed170699a3250c6c341eb6e7712c5858ec0d607e915f72163f39add0bc0b8,2021-12-29,decline,1
19012261,2022-03-22,decline,1
19058963,2022-03-22,decline,1
19064088,2022-03-22,decline,1
19079224,2022-03-22,decline,1
19088269,2022-03-22,decline,2
190c5aa378daa25cb42b89d87fe505056a74ab3647cf41788aadc00d38b7ce1c,2021-12-29,decline,2
